id,semantic_compare,consecutive_equivalent_count,consecutive_incomparable_count,consecutive_s1_refines_s2_count,consecutive_s2_refines_s1_count
7598,"['ERROR', 'equivalent']",0,0,0,0
9325,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
9172,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
11806,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
12618,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
8116,"['equivalent', 's1_refines_s2', 's1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",1,0,1,0
8192,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR']",0,0,0,0
8367,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2']",0,0,0,0
8649,[],0,0,0,0
8403,"['equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'equivalent', 's1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 's1_refines_s2', 'incomparable', 'equivalent', 'ERROR']",2,0,0,0
8456,[],0,0,0,0
8694,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
8702,"['equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent']",3,0,0,0
8704,['equivalent'],0,0,0,0
8745,"['equivalent', 's1_refines_s2', 'equivalent']",0,0,0,0
8882,"['ERROR', 'ERROR']",0,0,0,0
9085,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'incomparable']",2,0,0,0
11840,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
29016,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
10140,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
29086,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
11090,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
9197,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
10880,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's1_refines_s2', 's2_refines_s1']",12,0,0,1
9162,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
10177,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",10,0,0,1
10168,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
29823,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",12,0,0,1
29833,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",11,0,0,1
9163,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",3,0,0,1
10169,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",3,0,0,1
29085,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",3,0,0,1
9196,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",3,0,0,1
9098,"['ERROR', 'ERROR', 'equivalent']",0,0,0,0
9100,"['ERROR', 'ERROR', 'equivalent', 'ERROR']",0,0,0,0
9189,"['equivalent', 'equivalent', 'equivalent', 'equivalent']",3,0,0,0
9225,['equivalent'],0,0,0,0
31368,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
29825,['equivalent'],0,0,0,0
30878,['equivalent'],0,0,0,0
9186,['equivalent'],0,0,0,0
29827,['equivalent'],0,0,0,0
30876,['equivalent'],0,0,0,0
31180,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
29082,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
29017,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
29826,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent']",2,0,0,0
9191,['equivalent'],0,0,0,0
29015,['equivalent'],0,0,0,0
9144,"['equivalent', 'equivalent']",1,0,0,0
9199,['equivalent'],0,0,0,0
9131,['equivalent'],0,0,0,0
29828,['equivalent'],0,0,0,0
29083,['equivalent'],0,0,0,0
9346,['equivalent'],0,0,0,0
9129,['incomparable'],0,0,0,0
29832,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
29014,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
29830,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9228,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9347,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9151,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
29084,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9149,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9160,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",3,0,0,0
29831,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
10170,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
29824,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
9201,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
10178,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
29834,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",4,0,0,1
9168,"['equivalent', 'equivalent']",1,0,0,0
9170,"['equivalent', 'equivalent', 's2_refines_s1']",1,0,0,0
9178,"['equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent']",2,0,0,0
9179,"['equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent']",2,0,0,0
9182,"['equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']",4,0,0,0
9184,"['equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent']",3,0,0,0
9185,"['equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent']",3,0,0,0
9188,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1']",2,0,0,0
9190,[],0,0,0,0
9195,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
9200,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR']",4,0,0,1
9232,[],0,0,0,0
9378,"['equivalent', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
47758,[],0,0,0,0
49323,"['equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'unknown', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 's2_refines_s1', 's1_refines_s2']",0,0,0,0
50054,"['ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 's1_refines_s2']",2,0,0,0
28585,[],0,0,0,0
46345,[],0,0,0,0
46205,[],0,0,0,0
54281,[],0,0,0,0
46276,[],0,0,0,0
46078,[],0,0,0,0
44257,[],0,0,0,0
42022,[],0,0,0,0
27852,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2']",4,0,0,0
27775,[],0,0,0,0
40969,['equivalent'],0,0,0,0
39364,[],0,0,0,0
10909,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's1_refines_s2']",0,0,0,0
54376,[],0,0,0,0
32902,[],0,0,0,0
67147,"['ERROR', 'ERROR', 'equivalent', 'equivalent']",1,0,0,0
13520,['equivalent'],0,0,0,0
22895,[],0,0,0,0
55416,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2']",19,0,0,0
55512,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
55466,[],0,0,0,0
49122,[],0,0,0,0
31371,[],0,0,0,0
49270,"['equivalent', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 's1_refines_s2', 's2_refines_s1', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'equivalent', 'unknown', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'unknown', 'unknown', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'unknown', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'unknown', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",20,0,0,0
9585,[],0,0,0,0
9590,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
9594,[],0,0,0,0
9623,[],0,0,0,0
9626,[],0,0,0,0
9678,['equivalent'],0,0,0,0
9589,[],0,0,0,0
9604,[],0,0,0,0
9605,[],0,0,0,0
9615,[],0,0,0,0
9622,[],0,0,0,0
13564,"['equivalent', 'equivalent', 'equivalent']",2,0,0,0
13547,[],0,0,0,0
13545,[],0,0,0,0
13169,['equivalent'],0,0,0,0
13152,"['equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",5,0,0,0
13145,"['equivalent', 'equivalent']",1,0,0,0
12873,[],0,0,0,0
12131,[],0,0,0,0
9606,[],0,0,0,0
9632,[],0,0,0,0
9631,['equivalent'],0,0,0,0
9629,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,0,0,0
10196,"['incomparable', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent']",2,0,0,1
10737,"['ERROR', 'ERROR']",0,0,0,0
14254,['unknown'],0,0,0,0
13575,['unknown'],0,0,0,0
9650,"['incomparable', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2']",4,0,0,2
9658,"['incomparable', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR']",2,0,0,2
9659,"['incomparable', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'incomparable']",2,0,0,2
9711,"['ERROR', 'ERROR', 'ERROR', 'equivalent']",0,0,0,0
9796,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1']",0,0,0,2
9960,"['incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'unknown', 'incomparable', 'incomparable']",0,1,0,0
10032,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable']",0,0,0,0
10946,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
10158,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']",3,0,0,1
10167,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR']",12,0,0,1
10165,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent']",6,0,0,1
10171,['ERROR'],0,0,0,0
10194,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
10211,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable']",0,0,0,0
10801,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'equivalent', 'equivalent']",1,0,0,0
10802,"['ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']",4,1,0,0
10857,"['ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1']",0,0,0,0
10862,[],0,0,0,0
10875,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent']",3,0,0,1
10885,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR']",4,0,0,1
10890,"['ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent']",0,0,0,0
29088,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2']",4,0,0,1
10911,"['equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'equivalent', 'incomparable', 'equivalent', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",1,0,0,0
10915,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR']",3,0,0,1
10916,"['ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'incomparable']",10,0,0,1
14250,[],0,0,0,0
12508,[],0,0,0,0
10919,"['ERROR', 'ERROR']",0,0,0,0
10930,"['incomparable', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR']",2,0,0,0
10958,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'incomparable', 'ERROR']",0,0,0,0
10965,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
10977,"['equivalent', 'ERROR', 'ERROR']",0,0,0,0
11009,['ERROR'],0,0,0,0
11047,"['ERROR', 'ERROR']",0,0,0,0
11054,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
11062,"['ERROR', 'ERROR', 'ERROR']",0,0,0,0
11063,[],0,0,0,0
12510,['equivalent'],0,0,0,0
11080,"['s1_refines_s2', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']",1,0,0,0
11081,"['ERROR', 'ERROR', 'ERROR', 'ERROR']",0,0,0,0
